1304,4031
56,4030
681,4028
797,4026
1245,4002
935,3983
531,3974
1006,3932
413,3928
1152,3924
451,3894
326,3893
161,3887
425,3881
828,3881
575,3858
728,3856
855,3850
53,3833
1207,3816
1186,3792
1020,3787
360,3787
961,3768
347,3764
222,3737
1165,3677
78,3675
213,3664
84,3662
403,3619
266,3592
716,3586
576,3557
1077,3544
1263,3541
1083,3528
311,3528
953,3524
233,3523
1269,3495
740,3479
294,3470
449,3463
592,3461
1042,3450
637,3448
834,3420
538,3418
1270,3413
479,3405
1258,3403
667,3399
689,3382
80,3370
707,3366
1180,3363
1023,3355
620,3349
1268,3348
809,3348
302,3343
313,3342
231,3335
1102,3331
1073,3331
88,3323
123,3321
603,3319
880,3308
210,3303
646,3299
324,3292
388,3268
357,3265
383,3265
83,3257
654,3243
957,3230
275,3225
898,3209
400,3208
584,3172
506,3168
291,3164
1194,3163
385,3156
908,3147
939,3131
250,3117
1015,3111
51,3101
1284,3096
1017,3087
17,3080
1044,3048
807,3043
471,3018
643,3016
940,3009
1158,2993
1103,2993
394,2992
983,2984
789,2983
236,2982
525,2982
526,2977
335,2970
251,2964
832,2960
661,2946
685,2941
1127,2935
673,2917
288,2896
356,2894
131,2889
22,2868
2,2862
1279,2862
122,2848
1140,2835
1267,2828
973,2824
546,2804
273,2798
319,2783
1206,2782
296,2764
1310,2763
731,2760
1088,2750
108,2742
1022,2730
241,2730
39,2725
741,2716
341,2715
800,2694
985,2692
564,2686
1018,2679
566,2677
1030,2662
604,2652
268,2651
157,2645
894,2619
423,2611
697,2609
826,2598
609,2578
601,2577
511,2576
73,2572
891,2553
221,2546
706,2540
308,2539
1253,2523
543,2511
102,2510
155,2508
750,2503
846,2491
1287,2485
675,2478
1036,2466
680,2464
48,2461
1223,2455
41,2439
902,2415
336,2385
146,2375
539,2327
622,2319
974,2311
246,2310
1228,2310
829,2307
788,2293
556,2281
536,2278
1047,2262
997,2256
804,2254
560,2246
602,2236
629,2232
361,2227
616,2209
799,2205
399,2201
764,2197
947,2196
753,2183
565,2174
550,2171
412,2166
1176,2145
1179,2142
1002,2134
103,2125
762,2110
1190,2107
864,2080
986,2076
606,2075
988,2063
763,2063
224,2062
97,2062
91,2054
1011,2052
881,2038
995,2019
15,2018
325,2013
1080,2005
1262,1997
827,1995
421,1986
177,1984
114,1979
1307,1974
299,1967
279,1966
432,1965
329,1964
909,1962
271,1956
594,1955
856,1947
748,1942
777,1940
1089,1939
1264,1939
962,1929
713,1907
904,1905
541,1905
821,1904
588,1901
1145,1877
792,1872
854,1865
723,1861
407,1842
642,1840
838,1838
95,1837
429,1831
158,1828
58,1805
492,1792
1240,1792
446,1792
801,1791
31,1756
68,1751
1175,1726
628,1719
811,1715
439,1711
859,1703
132,1697
1174,1696
559,1695
1135,1691
931,1685
1195,1681
38,1670
133,1670
190,1669
1148,1668
280,1663
533,1655
418,1646
918,1618
55,1613
1266,1612
107,1607
1171,1602
659,1596
502,1593
151,1587
960,1581
782,1579
787,1564
1220,1556
355,1555
1114,1553
127,1553
830,1552
676,1552
339,1549
656,1536
379,1536
259,1528
1086,1525
1108,1523
739,1521
119,1507
402,1507
300,1503
914,1489
1161,1487
24,1487
3,1482
554,1477
363,1476
475,1475
365,1473
109,1468
71,1465
632,1461
322,1454
1106,1446
917,1411
375,1387
1170,1384
1092,1375
368,1371
499,1364
1101,1362
320,1359
784,1358
445,1355
138,1353
695,1343
847,1331
406,1330
1134,1328
200,1327
751,1313
352,1310
814,1300
1288,1287
493,1282
972,1280
234,1264
542,1258
729,1252
923,1251
1035,1244
229,1236
141,1236
310,1226
1265,1224
1045,1220
704,1220
1075,1219
645,1217
524,1217
990,1216
270,1215
1072,1206
397,1191
57,1190
332,1186
1285,1182
192,1181
1162,1178
96,1176
1192,1176
890,1172
579,1172
798,1154
19,1153
1311,1147
29,1147
309,1147
790,1145
398,1145
745,1139
712,1130
1039,1123
1181,1119
69,1119
793,1110
966,1109
557,1105
491,1097
26,1093
513,1089
1070,1085
1202,1085
711,1084
992,1076
295,1072
937,1066
783,1060
284,1056
202,1056
1251,1042
1183,1034
120,1030
519,1025
282,1024
1068,1023
111,1021
876,1020
1060,1016
110,1013
595,1012
172,1006
1271,1001
820,997
46,992
1249,991
1003,991
415,989
561,989
452,987
999,981
188,978
16,972
663,972
67,970
101,968
720,966
924,963
651,961
1224,960
517,941
225,937
899,935
1142,932
489,931
978,931
848,930
137,925
469,923
10,921
149,918
968,917
819,913
1041,912
1094,912
59,912
964,901
1193,898
1196,890
875,882
920,879
558,870
749,865
544,862
901,858
404,858
1159,857
698,853
874,853
664,848
583,847
376,842
1185,840
34,833
547,832
696,827
1254,826
45,826
150,821
106,821
60,816
198,814
362,810
948,810
1189,803
1128,801
1211,799
627,796
35,792
286,791
249,790
1066,788
226,788
868,783
181,776
1037,775
863,769
1208,766
817,765
1243,760
1154,756
872,755
1259,751
1156,750
1058,747
1098,746
473,745
1168,744
1038,739
1125,736
760,735
1054,733
1104,729
1225,729
1016,725
380,722
458,722
611,720
1212,715
1160,715
1141,714
527,712
1009,709
717,700
746,696
1289,694
277,689
194,687
922,685
537,685
1091,681
870,676
549,675
256,670
419,667
441,665
1234,663
75,661
159,659
925,657
1204,656
844,654
93,653
1093,653
532,651
334,650
808,649
977,646
112,646
1272,644
115,636
835,634
727,634
195,634
1316,633
752,624
684,620
125,617
396,612
582,608
171,603
331,602
337,600
574,600
1302,598
938,593
416,593
655,589
617,584
843,583
1274,583
1000,574
1052,572
1201,568
414,565
598,563
1163,557
1308,556
179,555
708,553
306,551
591,548
438,546
105,540
647,533
1138,530
813,530
690,527
945,526
314,526
1314,519
563,516
89,516
156,516
424,515
586,514
40,510
580,510
128,509
174,508
470,507
757,507
178,504
1293,502
1107,498
508,492
1019,492
967,491
1232,491
1097,489
410,488
297,483
933,483
614,482
378,476
490,471
350,470
815,469
1188,466
43,466
719,465
333,462
1136,460
1197,457
1144,457
718,456
1122,455
857,454
1129,450
11,448
422,446
818,439
1124,437
612,433
657,432
18,430
1061,428
254,428
104,427
626,425
858,424
1150,424
504,423
23,421
276,421
534,421
946,420
1238,417
1013,417
1166,415
497,413
145,413
196,410
1248,404
1217,403
1252,401
290,397
269,392
94,390
1024,387
482,386
991,381
173,381
118,381
64,379
850,377
1306,366
892,363
969,362
1301,361
1005,361
942,360
1120,359
25,356
30,355
812,354
780,353
823,352
1137,351
463,349
613,340
674,339
980,339
1081,338
62,337
130,333
624,333
998,333
183,327
160,326
346,325
1078,323
569,322
1297,322
1250,321
860,320
862,318
205,318
1213,316
147,311
274,310
683,307
307,306
450,306
515,303
1119,303
1278,302
585,298
994,297
1241,294
516,293
1167,293
877,293
631,293
761,292
754,289
1029,288
701,286
634,280
715,277
1218,275
443,274
822,273
641,273
393,272
625,272
867,272
228,269
710,267
970,265
1099,261
522,261
851,260
1111,259
1055,259
677,257
730,253
1062,252
709,250
351,249
873,248
555,247
1130,247
768,245
292,244
140,242
481,241
1113,240
726,239
865,237
468,236
665,235
686,233
1087,232
1090,231
1315,230
1164,224
8,221
705,221
976,219
666,219
540,214
503,211
1198,210
714,208
1105,207
287,206
477,206
1095,205
779,205
1050,205
486,202
743,202
668,201
197,200
193,198
1222,198
765,195
535,194
567,192
265,190
454,184
129,183
928,179
1233,179
1210,174
244,174
703,172
781,172
921,170
6,168
170,167
187,166
722,165
1276,163
1295,160
298,157
462,156
993,155
989,155
879,154
733,153
786,152
734,150
1209,150
886,149
1191,148
278,145
227,143
417,143
1292,142
1012,141
21,139
480,139
1110,138
1172,137
1300,136
1056,134
1296,134
772,134
669,133
852,133
766,131
975,128
919,128
152,128
1071,126
4,122
498,121
1121,120
1048,117
488,117
639,116
1299,115
77,113
206,112
636,112
771,109
338,108
568,108
408,108
1131,108
1067,107
136,107
239,106
839,105
1313,104
389,103
965,103
1153,102
1065,102
1007,100
635,99
1187,98
509,98
186,97
671,97
169,96
545,93
521,92
1074,89
1040,89
1169,89
903,89
428,87
767,86
237,86
1139,86
272,81
431,81
1063,80
700,80
453,79
1014,77
610,76
691,73
660,72
203,72
1215,72
1084,71
570,70
1298,68
1203,67
721,66
702,66
755,65
934,64
456,64
630,62
548,61
861,57
204,57
460,53
944,51
1151,51
264,50
358,49
474,47
353,46
318,42
770,40
982,39
1053,38
1199,38
906,37
1123,36
208,36
1051,36
1157,36
164,36
900,35
927,35
505,33
211,32
896,32
551,29
644,29
774,28
915,28
1064,27
1059,26
166,25
593,23
1247,23
687,22
167,21
281,21
165,18
1261,17
849,16
12,14
1177,14
590,13
1291,13
448,13
1227,12
562,12
33,12
1057,11
478,10
882,10
49,9
778,9
776,8
1004,7
1184,6
552,6
1178,5
794,5
5,3
1200,3
1246,3
252,2
1085,2
303,2
219,2
501,2
747,1
